,TK_PLCS/FPIX/crate03/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate03/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,Passive Box #3 Pt1k on Detector,
"2018/02/17 11:36:49.134",,16.26,,,,,,,,,,
"2018/02/17 11:36:51.626",,,,,10.57,,,,,,,
"2018/02/17 11:37:11.633",,,,,,,,,,13.88,,
"2018/02/17 11:38:01.630",,,10.42,,,,,,,,,
"2018/02/17 11:38:26.633",10.59,,,,,,,,,,,
"2018/02/17 11:40:06.635",,,,,,,,14.08,,,,
"2018/02/17 11:40:44.137",,,,,,12.52,,,,,,
"2018/02/17 11:43:04.220",,,,,,,,,,,13.23,
"2018/02/17 11:43:09.135",,,,,,,,,13.08,,,
"2018/02/17 11:43:26.635",,,,,,,12.42,,,,,
"2018/02/17 11:43:41.632",,,,11.28,,,,,,,,
"2018/02/17 11:44:29.137",,,,,11.08,,,,,,,
"2018/02/17 11:44:39.132",,16.77,,,,,,,,,,
"2018/02/17 11:45:41.630",,,10.94,,,,,,,,,
"2018/02/17 11:46:11.640",,,,,,,,,,14.4,,
"2018/02/17 11:46:14.146",11.11,,,,,,,,,,,
"2018/02/17 11:48:54.146",,,,,,13.03,,14.59,,,,
"2018/02/17 11:51:41.632",,,,11.79,,,,,,,,
"2018/02/17 11:51:51.641",,,,,,,12.93,,,,,
"2018/02/17 11:52:09.139",,,,,,,,,13.59,,,
"2018/02/17 11:52:14.148",,,,,11.59,,,,,,,
"2018/02/17 11:52:21.633",,,,,,,,,,,13.74,
"2018/02/17 11:52:31.639",,17.28,,,,,,,,,,
"2018/02/17 11:53:39.132",,,11.45,,,,,,,,,
"2018/02/17 11:54:06.628",11.62,,,,,,,,,,,
"2018/02/17 11:55:39.139",,,,,,,,,,14.91,,
"2018/02/17 11:57:49.132",,,,,,13.54,,,,,,
"2018/02/17 11:58:16.631",,,,,,,,15.1,,,,
"2018/02/17 12:00:09.133",,,,12.3,,,,,,,,
"2018/02/17 12:00:26.629",,,,,12.11,,,,,,,
"2018/02/17 12:00:54.141",,17.79,,,,,13.45,,,,,
"2018/02/17 12:01:31.633",,,11.96,,,,,,,,,
"2018/02/17 12:01:44.138",,,,,,,,,14.1,,,
"2018/02/17 12:02:14.146",,,,,,,,,,,14.25,
"2018/02/17 12:02:16.622",12.13,,,,,,,,,,,
"2018/02/17 12:05:41.636",,,,,,,,,,15.42,,
"2018/02/17 12:07:01.636",,,,,,14.06,,,,,,
"2018/02/17 12:08:24.150",,,,,,,,15.62,,,,
"2018/02/17 12:08:56.635",,,,12.81,,,,,,,,
"2018/02/17 12:09:09.141",,,,,12.62,,,,,,,
"2018/02/17 12:09:21.631",,18.31,,,,,,,,,,
"2018/02/17 12:10:01.635",,,12.47,,,,,,,,,
"2018/02/17 12:10:26.641",,,,,,,13.96,,,,,
"2018/02/17 12:10:51.641",12.64,,,,,,,,,,,
"2018/02/17 12:12:11.626",,,,,,,,,14.62,,,
"2018/02/17 12:13:01.640",,,,,,,,,,,14.76,
"2018/02/17 12:16:41.640",,,,,,,,,,15.94,,
"2018/02/17 12:17:06.625",,,,,,14.57,,,,,,
"2018/02/17 12:17:46.626",,,,13.32,,,,,,,,
"2018/02/17 12:17:49.127",,,,,13.13,,,,,,,
"2018/02/17 12:18:14.150",,18.82,,,,,,,,,,
"2018/02/17 12:18:59.125",,,12.98,,,,,,,,,
"2018/02/17 12:19:26.630",,,,,,,,16.14,,,,
"2018/02/17 12:19:41.623",13.15,,,,,,,,,,,
"2018/02/17 12:20:44.150",,,,,,,14.47,,,,,
"2018/02/17 12:23:26.630",,,,,,,,,15.13,,,
"2018/02/17 12:24:36.626",,,,,,,,,,,15.28,
"2018/02/17 12:26:59.130",,,,,13.64,,,,,,,
"2018/02/17 12:27:09.133",,,,13.84,,,,,,,,
"2018/02/17 12:27:21.634",,19.33,,,,,,,,,,
"2018/02/17 12:27:31.626",,,,,,15.08,,,,,,
"2018/02/17 12:28:06.630",,,13.49,,,,,,,,,
"2018/02/17 12:28:36.635",,,,,,,,,,16.45,,
"2018/02/17 12:29:09.134",13.67,,,,,,,,,,,
"2018/02/17 12:31:11.636",,,,,,,,16.65,,,,
"2018/02/17 12:31:39.131",,,,,,,14.98,,,,,
"2018/02/17 12:35:36.634",,,,,,,,,15.64,,,
"2018/02/17 12:36:51.638",,,,,14.15,,,,,,,
"2018/02/17 12:37:04.222",,,,,,,,,,,15.79,
"2018/02/17 12:37:19.123",,,,14.35,,,,,,,,
"2018/02/17 12:37:31.640",,19.84,,,,,,,,,,
"2018/02/17 12:37:59.135",,,14.01,,,,,,,,,
"2018/02/17 12:38:54.147",,,,,,15.6,,,,,,
"2018/02/17 12:39:16.634",14.18,,,,,,,,,,,
"2018/02/17 12:41:24.148",,,,,,,,,,16.97,,
"2018/02/17 12:43:21.637",,,,,,,15.5,,,,,
"2018/02/17 12:43:51.639",,,,,,,,17.16,,,,
"2018/02/17 12:47:11.641",,,,,14.66,,,,,,,
"2018/02/17 12:47:49.136",,20.36,,,,,,,,,,
"2018/02/17 12:48:04.218",,,14.52,,,,,,,,,
"2018/02/17 12:48:09.135",,,,14.86,,,,,,,,
"2018/02/17 12:48:26.631",,,,,,,,,16.16,,,
"2018/02/17 12:49:44.136",14.69,,,,,,,,,,,
"2018/02/17 12:50:29.136",,,,,,,,,,,16.31,
"2018/02/17 12:51:01.643",,,,,,16.11,,,,,,
"2018/02/17 12:55:19.133",,,,,,,,,,17.48,,
"2018/02/17 12:55:51.638",,,,,,,16.01,,,,,
"2018/02/17 12:57:31.633",,,,,,,,17.67,,,,
"2018/02/17 12:57:51.623",,,,,15.18,,,,,,,
"2018/02/17 12:59:14.150",,20.87,15.03,,,,,,,,,
"2018/02/17 12:59:24.207",,,,15.37,,,,,,,,
"2018/02/17 13:01:04.218",15.2,,,,,,,,,,,
"2018/02/17 13:02:41.636",,,,,,,,,16.67,,,
"2018/02/17 13:04:16.625",,,,,,16.62,,,,,,
"2018/02/17 13:05:19.132",,,,,,,,,,,16.82,
"2018/02/17 13:09:39.123",,,,,,,16.53,,,,,
"2018/02/17 13:09:56.627",,,,,15.69,,,,,,,
"2018/02/17 13:10:26.633",,,,,,,,,,17.99,,
"2018/02/17 13:10:54.140",,,15.55,,,,,,,,,
"2018/02/17 13:11:01.630",,21.39,,,,,,,,,,
"2018/02/17 13:11:41.624",,,,15.89,,,,,,,,
"2018/02/17 13:12:39.130",,,,,,,,18.18,,,,
"2018/02/17 13:13:29.132",15.72,,,,,,,,,,,
"2018/02/17 13:18:29.136",,,,,,,,,17.19,,,
"2018/02/17 13:18:41.633",,,,,,17.14,,,,,,
"2018/02/17 13:21:44.152",,,,,,,,,,,17.33,
"2018/02/17 13:22:29.128",,,,,16.21,,,,,,,
"2018/02/17 13:23:26.640",,,16.06,,,,,,,,,
"2018/02/17 13:23:59.131",,21.9,,,,,,,,,,
"2018/02/17 13:24:34.209",,,,,,,17.04,,,,,
"2018/02/17 13:24:51.638",,,,16.41,,,,,,,,
"2018/02/17 13:26:09.133",16.23,,,,,,,,,,,
"2018/02/17 13:27:24.144",,,,,,,,,,18.5,,
"2018/02/17 13:29:31.637",,,,,,,,18.7,,,,
"2018/02/17 13:34:24.146",,,,,,17.65,,,,,,
"2018/02/17 13:35:46.638",,,,,16.72,,,,,,,
"2018/02/17 13:35:49.129",,,,,,,,,17.7,,,
"2018/02/17 13:36:34.218",,,16.58,,,,,,,,,
"2018/02/17 13:37:29.133",,22.41,,,,,,,,,,
"2018/02/17 13:38:29.131",,,,16.92,,,,,,,,
"2018/02/17 13:39:56.631",,,,,,,,,,,17.84,
"2018/02/17 13:40:19.141",16.75,,,,,,,,,,,
"2018/02/17 13:40:49.130",,,,,,,17.55,,,,,
"2018/02/17 13:46:14.140",,,,,,,,,,19.01,,
"2018/02/17 13:48:11.636",,,,,,,,19.21,,,,
"2018/02/17 13:50:09.136",,,,,17.23,,,,,,,
"2018/02/17 13:51:34.216",,,17.09,,,,,,,,,
"2018/02/17 13:51:36.635",,,,,,18.16,,,,,,
"2018/02/17 13:52:16.639",,22.92,,,,,,,,,,
"2018/02/17 13:54:04.218",,,,17.43,,,,,,,,
"2018/02/17 13:55:14.141",,,,,,,,,18.21,,,
"2018/02/17 13:55:19.132",17.26,,,,,,,,,,,
"2018/02/17 13:58:56.627",,,,,,,18.06,,,,,
"2018/02/17 14:00:14.134",,,,,,,,,,,18.36,
"2018/02/17 14:06:04.215",,,,,17.75,,,,,,,
"2018/02/17 14:07:09.136",,,17.6,,,,,,,,,
"2018/02/17 14:07:14.214",,,,,,,,,,19.53,,
"2018/02/17 14:08:26.639",,23.44,,,,,,,,,,
"2018/02/17 14:09:01.629",,,,,,,,19.72,,,,
"2018/02/17 14:10:44.142",,,,,,18.67,,,,,,
"2018/02/17 14:10:51.641",,,,17.94,,,,,,,,
"2018/02/17 14:12:06.626",17.77,,,,,,,,,,,
"2018/02/17 14:16:49.129",,,,,,,,,18.72,,,
"2018/02/17 14:18:59.135",,,,,,,18.57,,,,,
"2018/02/17 14:23:04.220",,,,,,,,,,,18.87,
"2018/02/17 14:23:16.631",,,,,18.26,,,,,,,
"2018/02/17 14:24:54.142",,,18.11,,,,,,,,,
"2018/02/17 14:25:14.138",,,,,,19.18,19.11,,,,,
"2018/02/17 14:25:36.627",18.28,,,,,,,,,,,
"2018/02/17 14:25:44.142",,23.96,,,,,,20.24,,,,
"2018/02/17 14:25:46.637",,,,,,,,,,20.04,,
"2018/02/17 14:26:06.625",,,,,,,,,19.23,,,
"2018/02/17 14:26:39.132",,,,18.45,,,,,,,,
"2018/02/17 14:26:44.134",,,,,,,19.62,,,,,
"2018/02/17 14:26:49.130",,,,,,19.7,,,,,,
"2018/02/17 14:27:01.633",,,,,,,,,,,19.38,
"2018/02/17 14:27:14.141",,,,,,,,,19.75,,,
"2018/02/17 14:27:19.136",,,,,,,,20.75,,,,
"2018/02/17 14:28:19.133",,,,,,,,,20.26,,,
"2018/02/17 14:28:21.628",,,,,,,20.14,,,,,
"2018/02/17 14:28:31.624",,,,,,,,,,20.56,,
"2018/02/17 14:28:44.136",,,,,,,,21.27,,,,
"2018/02/17 14:28:49.125",,,,,,20.21,,,,,19.89,
"2018/02/17 14:29:34.218",18.79,,,,,,,,,,,
"2018/02/17 14:30:11.626",,,,,,,,,20.78,,,
"2018/02/17 14:30:26.630",,,,,,,20.65,,,,,
"2018/02/17 14:30:49.126",,,,,,,,21.78,,,,
"2018/02/17 14:31:04.291",,,,,,,,,,,20.41,
"2018/02/17 14:31:09.135",,,,,,20.73,,,,21.07,,
"2018/02/17 14:31:19.126",,,18.62,,,,,,,,,
"2018/02/17 14:31:26.628",,24.47,,,,,,,,,,
"2018/02/17 14:31:29.134",,,,,18.77,,,,,,,
"2018/02/17 14:32:41.630",,,,,,,21.17,,,,,
"2018/02/17 14:32:49.131",,,,,,,,,21.29,,,
"2018/02/17 14:32:59.135",,,,18.96,,,,,,,,
"2018/02/17 14:33:24.135",,,,,,,,22.29,,,,
"2018/02/17 14:33:26.628",19.31,,,,,,,,,,,
"2018/02/17 14:34:01.637",,,,,,21.24,,,,,,
"2018/02/17 14:34:04.210",,,,,,,,,,21.58,20.92,
"2018/02/17 14:35:51.631",,,,,,,21.68,,,,,
"2018/02/17 14:36:26.619",,,,,,,,,21.8,,,
"2018/02/17 14:36:36.622",,,,,,,,22.8,,,,
"2018/02/17 14:37:21.636",,,19.14,,,,,,,,,
"2018/02/17 14:37:26.631",,,,,,21.75,,,,,,
"2018/02/17 14:37:34.206",,,,,,,,,,22.09,,
"2018/02/17 14:37:39.124",19.82,,,,,,,,,,,
"2018/02/17 14:37:46.625",,24.99,,,,,,,,,,
"2018/02/17 14:37:59.129",,,,,,,,,,,21.44,
"2018/02/17 14:38:46.619",,,,,19.28,,,,,,,
"2018/02/17 14:39:49.132",,,,,,,22.19,,,,,
"2018/02/17 14:39:54.140",,,,19.48,,,,,,,,
"2018/02/17 14:40:49.137",,,,,,22.27,,,,,,
"2018/02/17 14:42:11.627",,,,,,,,23.32,,,,
"2018/02/17 14:42:26.625",,,,,,,,,,22.61,,
"2018/02/17 14:43:34.206",,,19.65,,,,,,,,,
"2018/02/17 14:43:39.124",20.33,,,,,,,,,,,
"2018/02/17 14:44:31.623",,,,,,,,,22.31,,,
"2018/02/17 14:44:49.126",,,,,,,,,,,21.95,
"2018/02/17 14:44:56.620",,25.5,,,,,,,,,,
"2018/02/17 14:45:39.123",,,,,19.79,,,,,,,
"2018/02/17 14:46:26.629",,,,,,,22.7,,,,,
"2018/02/17 14:46:39.131",,,,,,22.78,,,,,,
"2018/02/17 14:47:04.210",,,,19.99,,,,,,,,
"2018/02/17 14:49:06.622",20.85,,,,,,,,,,,
"2018/02/17 14:50:19.125",,,20.16,,,,,,,,,
"2018/02/17 14:51:29.125",,,,,,,,,,23.12,,
"2018/02/17 14:52:09.130",,26.02,,,,,,,,,,
"2018/02/17 14:53:04.283",,,,,20.31,,,,,,,
"2018/02/17 14:55:06.630",,,,20.51,,,,,,,,
"2018/02/17 14:57:34.218",21.36,,,,,,,,,,,
"2018/02/17 14:57:46.632",,,20.68,,,,,,,,,
"2018/02/17 14:59:51.627",,,,,,,,23.83,,,,
"2018/02/17 15:00:31.631",,26.53,,,,,,,,,,
"2018/02/17 15:01:24.140",,,,,20.83,,,,,,,
"2018/02/17 15:01:29.129",,,,,,,,,,,22.46,
"2018/02/17 15:02:39.133",,,,,,23.29,,,,,,
"2018/02/17 15:03:49.128",,,,21.02,,,,,,,,
"2018/02/17 15:04:19.129",,,,,,,23.24,,,,,
"2018/02/17 15:05:01.635",,,,,,,,,22.83,,,
"2018/02/17 15:06:26.620",,,21.19,,,,,,,,,
"2018/02/17 15:07:21.624",21.88,,,,,,,,,,,
"2018/02/17 15:08:34.197",,,,,,,,,,23.64,,
"2018/02/17 15:10:19.135",,27.05,,,,,,,,,,
"2018/02/17 15:10:44.144",,,,,21.34,,,,,,,
"2018/02/17 15:14:34.201",,,,21.53,,,,,,,,
"2018/02/17 15:15:49.123",,,,,,23.81,,,,,,
"2018/02/17 15:16:56.624",,,21.7,,,,,,,,,
"2018/02/17 15:19:44.132",,,,,,,23.76,,,,,
"2018/02/17 15:19:49.132",22.39,,,,,,,,,,22.97,
"2018/02/17 15:20:11.636",,,,,,,,24.35,,,,
"2018/02/17 15:21:29.123",,27.56,,,,,,,,,,
"2018/02/17 15:21:31.635",,,,,21.85,,,,,,,
"2018/02/17 15:26:16.626",,,,22.05,,,,,,,,
"2018/02/17 15:28:59.129",,,,,,24.32,,,,,,
"2018/02/17 15:29:21.629",,,22.22,,,,,,,,,
"2018/02/17 15:34:46.632",,,,,22.36,,,,,,,
"2018/02/17 15:35:31.632",,28.08,,,,,,,,,,
"2018/02/17 15:38:36.631",,,,,,,,,,24.15,,
"2018/02/17 15:39:31.634",327.67,23.61,327.67,,,,,,,,,
"2018/02/17 15:39:34.219",22.88,,22.53,,,,,,,,,
"2018/02/17 15:42:26.632",,,,22.56,,,,,,,,
"2018/02/17 15:52:11.634",,,,,,23.81,,,,,,
"2018/02/17 15:54:44.140",,,,,22.88,,,,,,,
"2018/02/17 15:57:26.629",,,,,,,23.24,,,,,
"2018/02/17 16:08:14.206",,,,,,23.29,,,,,,
"2018/02/17 16:09:01.623",,,,,,,,23.83,,,,
"2018/02/17 16:13:39.131",,,,,,,,,,23.64,,
"2018/02/17 16:50:16.621",,,,,,,22.73,,,,,
"2018/02/17 17:09:14.145",,,,,,,,,,,22.46,
"2018/02/17 20:06:19.127",,,,,,,,,22.31,,,
"2018/02/18 01:21:44.137",,24.13,,,,,,,,,,
"2018/02/18 01:39:46.635",,,,23.07,,,,,,,,
"2018/02/18 01:56:41.631",,,23.05,,,,,,,,,
"2018/02/18 02:04:44.144",,,,,,,,,22.83,,,
"2018/02/18 03:00:09.122",,,,,23.39,,,,,,,
"2018/02/18 03:39:46.639",,,,,,,,,,,22.97,
"2018/02/18 04:05:31.629",,,,,,,23.24,,,,,
"2018/02/18 04:53:44.146",,24.64,,,,,,,,,,
"2018/02/18 05:08:44.139",23.39,,,,,,,,,,,
"2018/02/18 05:39:41.632",,,,23.59,,,,,,,,
"2018/02/18 06:22:29.134",,,23.56,,,,,,,,,
"2018/02/18 09:43:04.203",,,,,,,,,23.34,,,
"2018/02/18 09:43:16.635",,,,,,,,,,24.15,,
"2018/02/18 09:43:36.639",,,,,,23.81,,,,,,
"2018/02/18 09:43:56.635",,,,,,,,24.35,,,,
"2018/02/18 09:50:16.629",,,,,,,,,,,23.49,
"2018/02/18 14:52:34.217",327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,

