,TK_PLCS/FPIX/crate02/module06/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module06/channel_read_08.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_01.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_02.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_03.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_04.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_05.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_06.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_07.value.converted:_original.._value,TK_PLCS/FPIX/crate02/module07/channel_read_08.value.converted:_original.._value,
,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,Passive Box #1 Pt1k on Detector,
"2018/02/14 13:24:16.629",19.16,,,,,,,,,,,,,,,,
"2018/02/14 13:25:21.632",,,,,,,,,,,,,19.62,,,,
"2018/02/14 13:26:29.137",,,,,,,,,,,,,,,19.75,,
"2018/02/14 13:26:41.634",,,18.79,,,,,,,,,,,,,,
"2018/02/14 13:27:29.141",,,,,,,,,,,,,,,,19.89,
"2018/02/14 13:28:44.140",,,,18.75,,,,,,,,,,,,,
"2018/02/14 13:29:16.632",,,,,,,,,,,,19.62,,,,,
"2018/02/14 13:32:59.136",,,,,,,,,,,19.65,,,,,,
"2018/02/14 13:40:11.638",,,,,,,,19.01,,,,,,,,,
"2018/02/14 13:41:21.639",,,,,,19.11,,,,,,,,,,,
"2018/02/14 13:42:14.203",,,,,,,,,19.65,,,,,,,,
"2018/02/14 13:43:49.126",,,,,19.33,,,,,,,,,,,,
"2018/02/14 13:44:01.633",,19.48,,,,,,,,,,,,,,,
"2018/02/14 13:44:59.132",327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,327.67,
"2018/02/14 13:49:49.135",15.3,15.25,13.79,13.71,13.76,13.49,,13.76,15.4,15.1,16.16,16.09,,16.09,,,
"2018/02/14 13:49:51.628",,,,,,,13.86,,,,,,16.11,,16.28,16.21,
"2018/02/14 13:57:46.637",,,14.3,,,,,,,,,,,,,,
"2018/02/14 13:59:14.149",,,,14.23,,,,,,,,,,,,,
"2018/02/14 13:59:31.633",,,,,,,14.37,,,,,,,,,,
"2018/02/14 13:59:54.143",,,,,,14.01,,,,,,,,,,,
"2018/02/14 14:00:04.214",,,,,14.27,,,,,,,,,,,,
"2018/02/14 14:01:14.150",,,,,,,,14.27,,,,,,,,,
"2018/02/14 14:03:59.135",,,,,,,,,15.91,15.62,,,,,,,
"2018/02/14 14:04:29.138",,,,,,,,,,,,,16.62,,,,
"2018/02/14 14:05:04.225",15.82,,,,,,,,,,,,,,,,
"2018/02/14 14:05:34.220",,,,,,,,,,,,,,,,16.72,
"2018/02/14 14:06:06.639",,15.77,,,,,,,,,,,,,,,
"2018/02/14 14:06:19.142",,,,,,,,,,,,16.6,,,,,
"2018/02/14 14:06:44.146",,,,,,,,,,,,,,,16.8,,
"2018/02/14 14:06:54.144",,,,,,,,,,,,,,16.6,,,
"2018/02/14 14:07:56.635",,,14.81,,,,,,,,,,,,,,
"2018/02/14 14:09:26.632",,,,,,,,,,,16.67,,,,,,
"2018/02/14 14:09:49.135",,,,14.74,,,,,,,,,,,,,
"2018/02/14 14:09:54.152",,,,,,,14.88,,,,,,,,,,
"2018/02/14 14:10:19.139",,,,,,14.52,,,,,,,,,,,
"2018/02/14 14:10:29.139",,,,,14.79,,,,,,,,,,,,
"2018/02/14 14:11:34.281",,,,,,,,14.79,,,,,,,,,
"2018/02/14 14:17:19.144",,,,,,,,,16.43,16.14,,,,,,,
"2018/02/14 14:18:26.624",16.33,,,,,,,,,,,,,,,,
"2018/02/14 14:19:14.148",,,15.33,,,,,,,,,,17.14,,,,
"2018/02/14 14:19:24.148",,16.28,,,,,,,,,,,,,,,
"2018/02/14 14:20:34.211",,,,,,,,,,,,,,,,17.23,
"2018/02/14 14:21:06.636",,,,,,,,,,,,17.11,,,,,
"2018/02/14 14:21:09.128",,,,15.25,,,15.4,,,,,,,,,,
"2018/02/14 14:21:21.631",,,,,,15.03,,,,,,,,,,,
"2018/02/14 14:21:41.630",,,,,,,,,,,,,,,17.31,,
"2018/02/14 14:21:44.142",,,,,15.3,,,,,,,,,,,,
"2018/02/14 14:21:54.149",,,,,,,,,,,,,,17.11,,,
"2018/02/14 14:22:44.135",,,,,,,,15.3,,,,,,,,,
"2018/02/14 14:24:24.211",,,,,,,,,,,17.19,,,,,,
"2018/02/14 14:30:54.139",,,,,,,,,,16.65,,,,,,,
"2018/02/14 14:31:06.627",,,,,,,,,16.94,,,,,,,,
"2018/02/14 14:31:29.133",,,15.84,,,,,,,,,,,,,,
"2018/02/14 14:31:56.628",16.84,,,,,,,,,,,,,,,,
"2018/02/14 14:32:59.139",,,,,,15.55,,,,,,,,,,,
"2018/02/14 14:33:16.637",,,,15.77,,,,,,,,,,,,,
"2018/02/14 14:33:19.123",,16.8,,,,,15.91,,,,,,,,,,
"2018/02/14 14:33:31.628",,,,,15.82,,,,,,,,,,,,
"2018/02/14 14:34:34.218",,,,,,,,15.82,,,,,,,,,
"2018/02/14 14:34:54.145",,,,,,,,,,,,,17.65,,,,
"2018/02/14 14:37:09.139",,,,,,,,,,,,,,,,17.75,
"2018/02/14 14:37:14.223",,,,,,,,,,,,17.62,,,,,
"2018/02/14 14:37:56.627",,,,,,,,,,,,,,,17.82,,
"2018/02/14 14:38:04.208",,,,,,,,,,,,,,17.62,,,
"2018/02/14 14:40:24.149",,,,,,,,,,,17.7,,,,,,
"2018/02/14 14:46:11.642",,,,,,16.06,,,,,,,,,,,
"2018/02/14 14:51:59.133",,,,,,,,,,,,,,,,17.23,
"2018/02/14 14:52:56.631",,,,,,,,,,,,,17.14,,,,
"2018/02/14 14:53:29.135",,,,,,,,,16.43,,,,,,,,
"2018/02/14 14:54:19.135",,,,,,,,,,,17.19,,,,,,
"2018/02/14 14:54:21.630",,,,,,,,,,,,,,,17.31,,
"2018/02/14 14:54:24.140",,,,,,,,,,,,17.11,,,,,
"2018/02/14 14:54:46.635",,16.28,,,,,,,,,,,,,,,
"2018/02/14 14:54:49.122",,,,,,,,,,,,,,17.11,,,
"2018/02/14 14:55:31.638",,,,,,,,,,,,,,,,16.72,
"2018/02/14 14:55:51.642",,,,,,,,,,16.14,,,,,,,
"2018/02/14 14:56:24.145",16.33,,,,,,,,,,,,,,,,
"2018/02/14 14:56:26.636",,,,,,,,,,,,,16.62,,,,
"2018/02/14 14:56:49.135",,,,,,,,,15.91,,,,,,,,
"2018/02/14 14:58:04.216",,15.77,,,,,,,,,,,,,,,
"2018/02/14 14:58:09.140",,,,,,,,,,,,,,,16.8,,
"2018/02/14 14:58:16.629",,,,,,,,,,,,16.6,,,,,
"2018/02/14 14:58:26.625",,,,,,,,,,,16.67,,,,,,
"2018/02/14 14:58:34.226",,,,,,,,,,,,,,16.6,,,
"2018/02/14 14:59:04.206",,,,,,,,,,,,,,,,16.21,
"2018/02/14 14:59:24.148",,,,,,,,,,15.62,,,,,,,
"2018/02/14 14:59:54.144",15.82,,,,,,,,,,,,,,,,
"2018/02/14 14:59:59.141",,,,,,,,,,,,,16.11,,,,
"2018/02/14 15:00:11.629",,,,,,,,,15.4,,,,,,,,
"2018/02/14 15:00:14.143",,,15.33,,,,,,,,,,,,,,
"2018/02/14 15:01:11.633",,15.25,,,,,,,,,,,,,,,
"2018/02/14 15:01:49.143",,,,,,,,,,,,,,,16.28,,
"2018/02/14 15:02:04.225",,,,,,,,,,,,16.09,,,,,
"2018/02/14 15:02:09.133",,,,,,,,,,,,,,16.09,,,
"2018/02/14 15:02:21.636",,,,,,,,,,,16.16,,,,,,
"2018/02/14 15:02:39.140",,,,,,,,,,15.1,,,,,,,
"2018/02/14 15:02:44.148",,,,,,,,,,,,,,,,15.69,
"2018/02/14 15:03:06.638",15.3,,,,,,,,,,,,,,,,
"2018/02/14 15:03:16.638",,,,,,,,,14.88,,,,,,,,
"2018/02/14 15:03:26.626",,,,,,,15.4,,,,,,,,,,
"2018/02/14 15:03:36.643",,,,,,,,,,,,,15.6,,,,
"2018/02/14 15:04:14.142",,14.74,,,,,,,,,,,,,,,
"2018/02/14 15:04:26.637",,,,,,15.55,,,,,,,,,,,
"2018/02/14 15:04:31.624",,,,15.25,,,,,,,,,,,,,
"2018/02/14 15:04:41.635",,,14.81,,,,,,,,,,,,,,
"2018/02/14 15:04:56.641",,,,,15.3,,,,,,,,,,,,
"2018/02/14 15:05:21.640",,,,,,,,,,,,,,,15.77,,
"2018/02/14 15:05:41.632",,,,,,,,,,,,,,15.57,,,
"2018/02/14 15:05:46.633",,,,,,,,,,,,15.57,,,,,
"2018/02/14 15:05:54.141",,,,,,,,,,14.59,,,,,,,
"2018/02/14 15:06:09.130",,,,,,,,,,,15.64,,,,,,
"2018/02/14 15:06:14.140",,,,,,,,,,,,,,,,15.18,
"2018/02/14 15:06:16.627",14.79,,,,,,,,,,,,,,,,
"2018/02/14 15:06:34.289",,,,,,,,,14.37,,,,,,,,
"2018/02/14 15:07:11.636",,,,,,,,,,,,,15.08,,,,
"2018/02/14 15:07:26.637",,14.23,,,,,,,,,,,,,,,
"2018/02/14 15:08:39.138",,,,,,,14.88,,,,,,,,,,
"2018/02/14 15:08:56.640",,,14.3,,,,,,,,,,,,15.25,,
"2018/02/14 15:09:11.637",,,,,,,,,,,,,,15.06,,,
"2018/02/14 15:09:14.143",,,,,,,,,,14.08,,,,,,,
"2018/02/14 15:09:21.635",,,,14.74,,,,,,,,,,,,,
"2018/02/14 15:09:29.133",,,,,,,,,,,,15.06,,,,,
"2018/02/14 15:09:39.140",14.27,,,,,,,,,,,,,,,,
"2018/02/14 15:09:59.138",,,,,,,,,,,15.13,,,,,,
"2018/02/14 15:10:01.631",,,,,,,,,13.86,,,,,,,,
"2018/02/14 15:10:04.218",,,,,14.79,,,,,,,,,,,,
"2018/02/14 15:10:06.640",,,,,,,,,,,,,,,,14.66,
"2018/02/14 15:10:24.142",,,,,,15.03,,,,,,,,,,,
"2018/02/14 15:10:44.148",,13.71,,,,,,,,,,,,,,,
"2018/02/14 15:10:54.144",,,,,,,,15.3,,,,,,,,,
"2018/02/14 15:11:11.640",,,,,,,,,,,,,14.57,,,,
"2018/02/14 15:12:49.137",,,,,,,,,,13.57,,,,,,,
"2018/02/14 15:12:54.151",,,,,,,,,,,,,,,14.74,,
"2018/02/14 15:13:01.638",,,,,,,,,,,,,,14.54,,,
"2018/02/14 15:13:04.211",13.76,,,,,,,,,,,,,,,,
"2018/02/14 15:13:24.151",,,13.79,,,,,,,,,,,,,,
"2018/02/14 15:13:31.639",,,,,,,14.37,,,,,,,,,,
"2018/02/14 15:13:39.131",,,,,,,,,,,,14.54,,,,,
"2018/02/14 15:14:01.634",,,,,,,,,13.35,,,,,,,,
"2018/02/14 15:14:06.632",,,,14.23,,,,,,,14.62,,,,,,
"2018/02/14 15:14:21.641",,13.2,,,,,,,,,,,,,,,
"2018/02/14 15:14:34.218",,,,,,,,,,,,,,,,14.15,
"2018/02/14 15:15:01.630",,,,,14.27,,,,,,,,,,,,
"2018/02/14 15:15:39.125",,,,,,14.52,,,,,,,,,,,
"2018/02/14 15:15:41.628",,,,,,,,,,,,,14.06,,,,
"2018/02/14 15:16:24.143",,,,,,,,14.79,,,,,,,,,
"2018/02/14 15:16:54.152",,,,,,,,,,13.06,,,,,,,
"2018/02/14 15:16:59.133",13.25,,,,,,,,,,,,,,,,
"2018/02/14 15:17:14.150",,,,,,,,,,,,,,,14.23,,
"2018/02/14 15:17:16.637",,,,,,,,,,,,,,14.03,,,
"2018/02/14 15:17:46.636",,,,,,,,,12.84,,,,,,,,
"2018/02/14 15:17:56.632",,,13.28,,,,,,,,,,,,,,
"2018/02/14 15:18:09.127",,,,,,,,,,,,14.03,,,,,
"2018/02/14 15:18:11.631",,12.69,,,,,,,,,,,,,,,
"2018/02/14 15:18:21.632",,,,,,,13.86,,,,,,,,,,
"2018/02/14 15:18:36.633",,,,,,,,,,,14.1,,,,,,
"2018/02/14 15:18:41.636",,,,13.71,,,,,,,,,,,,,
"2018/02/14 15:19:06.634",,,,,,,,,,,,,,,,13.64,
"2018/02/14 15:19:51.629",,,,,13.76,,,,,,,,,,,,
"2018/02/14 15:20:09.131",,,,,,,,,,,,,13.54,,,,
"2018/02/14 15:20:36.628",,,,,,14.01,,,,,,,,,,,
"2018/02/14 15:20:56.623",12.74,,,,,,,,,12.54,,,,,,,
"2018/02/14 15:21:29.130",,,,,,,,14.27,,,,,,,,,
"2018/02/14 15:21:41.631",,,,,,,,,,,,,,13.52,,,
"2018/02/14 15:21:44.136",,,,,,,,,,,,,,,13.71,,
"2018/02/14 15:21:59.131",,,,,,,,,12.32,,,,,,,,
"2018/02/14 15:22:19.129",,12.18,,,,,,,,,,,,,,,
"2018/02/14 15:22:36.631",,,12.76,,,,,,,,,,,,,,
"2018/02/14 15:22:49.135",,,,,,,,,,,,13.52,,,,,
"2018/02/14 15:23:14.137",,,,,,,13.35,,,,,,,,,,
"2018/02/14 15:23:19.134",,,,,,,,,,,13.59,,,,,,
"2018/02/14 15:23:24.147",,,,13.2,,,,,,,,,,,,,
"2018/02/14 15:24:14.147",,,,,,,,,,,,,,,,13.13,
"2018/02/14 15:24:36.631",,,,,13.25,,,,,,,,,,,,
"2018/02/14 15:25:21.637",12.23,,,,,,,,,,,,13.03,,,,
"2018/02/14 15:25:24.147",,,,,,,,,,12.03,,,,,,,
"2018/02/14 15:25:36.635",,,,,,13.49,,,,,,,,,,,
"2018/02/14 15:26:26.631",,,,,,,,13.76,,,,,,,,,
"2018/02/14 15:26:49.137",,,,,,,,,,,,,,13.01,,,
"2018/02/14 15:26:59.135",,,,,,,,,,,,,,,13.2,,
"2018/02/14 15:27:01.639",,11.67,,,,,,,11.81,,,,,,,,
"2018/02/14 15:27:39.136",,,12.25,,,,,,,,,,,,,,
"2018/02/14 15:28:14.156",,,,,,,12.84,,,,,13.01,,,,,
"2018/02/14 15:28:24.144",,,,12.69,,,,,,,,,,,,,
"2018/02/14 15:28:41.642",,,,,,,,,,,13.08,,,,,,
"2018/02/14 15:29:44.147",,,,,12.74,,,,,,,,,,,,
"2018/02/14 15:30:09.128",,,,,,,,,,,,,,,,12.62,
"2018/02/14 15:30:16.638",11.72,,,,,,,,,,,,,,,,
"2018/02/14 15:30:26.627",,,,,,,,,,11.52,,,,,,,
"2018/02/14 15:30:34.219",,,,,,12.98,,,,,,,,,,,
"2018/02/14 15:31:11.642",,,,,,,,,,,,,12.52,,,,
"2018/02/14 15:31:31.626",,,,,,,,13.25,,,,,,,,,
"2018/02/14 15:31:54.153",,,,,,,,,11.3,,,,,,,,
"2018/02/14 15:31:56.640",,11.15,,,,,,,,,,,,,,,
"2018/02/14 15:32:29.135",,,,,,,,,,,,,,12.5,,,
"2018/02/14 15:32:36.638",,,,,,,,,,,,,,,12.69,,
"2018/02/14 15:32:49.138",,,11.74,,,,,,,,,,,,,,
"2018/02/14 15:33:24.150",,,,12.18,,,,,,,,,,,,,
"2018/02/14 15:33:26.628",,,,,,,12.32,,,,,,,,,,
"2018/02/14 15:33:51.640",,,,,,,,,,,,12.5,,,,,
"2018/02/14 15:34:19.135",,,,,,,,,,,12.57,,,,,,
"2018/02/14 15:34:59.136",,,,,12.23,,,,,,,,,,,,
"2018/02/14 15:35:24.151",11.2,,,,,,,,,,,,,,,,
"2018/02/14 15:35:39.139",,,,,,12.47,,,,,,,,,,,
"2018/02/14 15:35:59.131",,,,,,,,,,11.01,,,,,,,
"2018/02/14 15:36:21.633",,,,,,,,,,,,,,,,12.11,
"2018/02/14 15:36:41.639",,,,,,,,12.74,,,,,,,,,
"2018/02/14 15:37:26.636",,10.64,,,,,,,,,,,,,,,
"2018/02/14 15:37:31.633",,,,,,,,,,,,,12.01,,,,
"2018/02/14 15:37:39.143",,,,,,,,,10.79,,,,,,,,
"2018/02/14 15:38:34.214",,,11.23,,,,,,,,,,,,,,
"2018/02/14 15:38:36.633",,,,,,,,,,,,,,11.98,,,
"2018/02/14 15:38:54.165",,,,11.67,,,11.81,,,,,,,,,,
"2018/02/14 15:39:01.640",,,,,,,,,,,,,,,12.18,,
"2018/02/14 15:40:29.142",,,,,,,,,,,,11.98,,,,,
"2018/02/14 15:40:34.223",,,,,11.72,,,,,,,,,,,,
"2018/02/14 15:40:51.643",,,,,,,,,,,12.06,,,,,,
"2018/02/14 15:41:09.140",,,,,,11.96,,,,,,,,,,,
"2018/02/14 15:41:14.146",10.69,,,,,,,,,,,,,,,,
"2018/02/14 15:41:46.639",,,,,,,,,,10.5,,,,,,,
"2018/02/14 15:42:06.634",,,,,,,,12.23,,,,,,,,,
"2018/02/14 15:43:19.134",,,,,,,,,,,,,,,,11.59,
"2018/02/14 15:43:24.149",,10.13,,,,,,,,,,,,,,,
"2018/02/14 15:43:26.637",,,,,,,,,10.28,,,,,,,,
"2018/02/14 15:44:14.145",,,,,,,,,,,,,11.5,,,,
"2018/02/14 15:44:16.636",,,10.72,,,,,,,,,,,,,,
"2018/02/14 15:44:29.129",,,,11.15,,,,,,,,,,,,,
"2018/02/14 15:44:39.135",,,,,,,11.3,,,,,,,,,,
"2018/02/14 15:45:24.147",,,,,,,,,,,,,,11.47,,,
"2018/02/14 15:45:44.156",,,,,,,,,,,,,,,11.67,,
"2018/02/14 15:45:59.137",,,,,11.2,,,,,,,,,,,,
"2018/02/14 15:46:31.638",,,,,,11.45,,,,,,,,,,,
"2018/02/14 15:47:09.140",10.18,,,,,,,,,,,11.47,,,,,
"2018/02/14 15:47:31.637",,,,,,,,,,,11.54,,,,,,
"2018/02/14 15:47:41.630",,,,,,,,11.72,,,,,,,,,
"2018/02/14 15:47:46.631",,,,,,,,,,9.98,,,,,,,
"2018/02/14 15:49:39.131",,9.62,,,,,,,,,,,,,,,
"2018/02/14 15:50:04.226",,,,,,,,,9.77,,,,,,,,
"2018/02/14 15:50:24.144",,,,10.64,,,,,,,,,,,,,
"2018/02/14 15:50:26.638",,,10.2,,,,,,,,,,,,,,
"2018/02/14 15:50:31.641",,,,,,,10.79,,,,,,,,,11.08,
"2018/02/14 15:51:26.636",,,,,,,,,,,,,10.98,,,,
"2018/02/14 15:52:09.136",,,,,10.69,,,,,,,,,,,,
"2018/02/14 15:52:29.135",,,,,,10.94,,,,,,,,,,,
"2018/02/14 15:52:36.640",,,,,,,,,,,,,,10.96,,,
"2018/02/14 15:53:06.638",,,,,,,,,,,,,,,11.15,,
"2018/02/14 15:53:34.210",,,,,,,,11.2,,,,,,,,,
"2018/02/14 15:53:49.144",9.67,,,,,,,,,,,,,,,,
"2018/02/14 15:54:34.212",,,,,,,,,,9.47,,,,,,,
"2018/02/14 15:54:39.134",,,,,,,,,,,,10.96,,,,,
"2018/02/14 15:54:59.125",,,,,,,,,,,11.03,,,,,,
"2018/02/14 15:56:41.638",,,,10.13,,,,,,,,,,,,,
"2018/02/14 15:56:44.146",,9.11,,,,,,,,,,,,,,,
"2018/02/14 15:56:56.633",,,,,,,10.28,,,,,,,,,,
"2018/02/14 15:56:59.142",,,9.69,,,,,,,,,,,,,,
"2018/02/14 15:57:01.644",,,,,,,,,9.25,,,,,,,,
"2018/02/14 15:58:31.639",,,,,10.18,,,,,,,,,,,,
"2018/02/14 15:58:34.234",,,,,,10.42,,,,,,,,,,,
"2018/02/14 15:58:36.642",,,,,,,,,,,,,,,,10.57,
"2018/02/14 15:59:24.143",,,,,,,,,,,,,10.47,,,,
"2018/02/14 15:59:44.219",,,,,,,,10.69,,,,,,,,,
"2018/02/14 16:00:31.643",,,,,,,,,,,,,,10.45,,,
"2018/02/14 16:01:09.130",9.16,,,,,,,,,,,,,,10.64,,
"2018/02/14 16:02:14.150",,,,,,,,,,8.96,,,,,,,
"2018/02/14 16:02:49.127",,,,,,,,,,,,10.45,,,,,
"2018/02/14 16:03:06.642",,,,,,,,,,,10.52,,,,,,
"2018/02/14 16:03:26.631",,,,9.62,,,,,,,,,,,,,
"2018/02/14 16:03:44.141",,,,,,,9.77,,,,,,,,,,
"2018/02/14 16:04:14.159",,,9.18,,,,,,,,,,,,,,
"2018/02/14 16:04:54.143",,8.6,,,,,,,,,,,,,,,
"2018/02/14 16:05:06.629",,,,,,9.91,,,,,,,,,,,
"2018/02/14 16:05:34.216",,,,,9.67,,,,,,,,,,,,
"2018/02/14 16:05:46.628",,,,,,,,,8.74,,,,,,,,
"2018/02/14 16:06:19.146",,,,,,,,10.18,,,,,,,,,
"2018/02/14 16:08:31.633",,,,,,,,,,,,,,,,10.06,
"2018/02/14 16:09:14.140",,,,,,,,,,,,,9.96,,,,
"2018/02/14 16:09:49.133",8.64,,,,,,,,,,,,,,,,
"2018/02/14 16:10:16.634",,,,,,,,,,,,,,9.94,,,
"2018/02/14 16:10:54.140",,,,,,,,,,,,,,,10.13,,
"2018/02/14 16:10:59.129",,,,9.11,,,,,,,,,,,,,
"2018/02/14 16:11:01.633",,,,,,,,,,8.45,,,,,,,
"2018/02/14 16:11:31.627",,,,,,,9.25,,,,,,,,,,
"2018/02/14 16:12:29.128",,,8.67,,,9.4,,,,,,,,,,,
"2018/02/14 16:12:39.132",,,,,,,,,,,,9.94,,,,,
"2018/02/14 16:12:46.631",,,,,,,,,,,10.01,,,,,,
"2018/02/14 16:13:24.149",,,,,9.16,,,,,,,,,,,,
"2018/02/14 16:13:39.136",,,,,,,,9.67,,,,,,,,,
"2018/02/14 16:14:16.627",,8.08,,,,,,,,,,,,,,,
"2018/02/14 16:15:26.638",,,,,,,,,8.23,,,,,,,,
"2018/02/14 16:19:46.629",,,,8.6,,,,,,,,,,,,,
"2018/02/14 16:20:14.147",8.13,,,,,,,,,,,,,,,,
"2018/02/14 16:20:21.641",,,,,,,,,,,,,,,,9.55,
"2018/02/14 16:20:31.631",,,,,,,8.74,,,,,,,,,,
"2018/02/14 16:20:51.639",,,,,,8.89,,,,,,,,,,,
"2018/02/14 16:21:16.628",,,,,,,,,,,,,9.45,,,,
"2018/02/14 16:21:54.149",,,,,,,,9.16,,,,,,,,,
"2018/02/14 16:21:56.634",,,,,,,,,,,,,,9.42,,,
"2018/02/14 16:22:16.638",,,8.16,,,,,,,,,,,,,,
"2018/02/14 16:22:24.151",,,,,8.64,,,,,,,,,,,,
"2018/02/14 16:22:29.140",,,,,,,,,,7.94,,,,,,,
"2018/02/14 16:22:49.146",,,,,,,,,,,,,,,9.62,,
"2018/02/14 16:24:59.130",,,,,,,,,,,9.5,,,,,,
"2018/02/14 16:25:04.216",,,,,,,,,,,,9.42,,,,,
"2018/02/14 16:26:26.631",,7.57,,,,,,,,,,,,,,,
"2018/02/14 16:27:59.135",,,,,,,,,7.72,,,,,,,,
"2018/02/14 16:29:41.629",,,,8.08,,,,,,,,,,,,,
"2018/02/14 16:30:41.636",,,,,,8.38,,,,,,,,,,,
"2018/02/14 16:30:56.637",,,,,,,8.23,,,,,,,,,,
"2018/02/14 16:31:29.129",,,,,,,,8.64,,,,,,,,,
"2018/02/14 16:32:59.128",,,,,8.13,,,,,,,,,,,,
"2018/02/14 16:33:21.633",7.62,,,,,,,,,,,,,,,,
"2018/02/14 16:33:59.138",,,7.64,,,,,,,,,,,,,,
"2018/02/14 16:35:31.631",,,,,,,,,,,,,,,,9.03,
"2018/02/14 16:35:51.637",,,,,,,,,,7.43,,,,,,,
"2018/02/14 16:36:06.634",,,,,,,,,,,,,8.94,,,,
"2018/02/14 16:36:59.143",,,,,,,,,,,,,,8.91,,,
"2018/02/14 16:38:01.635",,,,,,,,,,,,,,,9.11,,
"2018/02/14 16:40:06.638",,,,,,,,,,,8.99,,,,,,
"2018/02/14 16:40:34.220",,,,,,,,,,,,8.91,,,,,
"2018/02/14 16:41:54.211",,7.06,,,,7.86,,,,,,,,,,,
"2018/02/14 16:42:01.643",,,,7.57,,,,,,,,,,,,,
"2018/02/14 16:42:51.637",,,,,,,,8.13,,,,,,,,,
"2018/02/14 16:43:44.211",,,,,,,7.72,,,,,,,,,,
"2018/02/14 16:45:14.137",,,,,,,,,7.21,,,,,,,,
"2018/02/14 16:46:11.637",,,,,7.62,,,,,,,,,,,,
"2018/02/14 16:48:54.154",,,7.13,,,,,,,,,,,,,,
"2018/02/14 16:51:01.630",7.11,,,,,,,,,,,,,,,,
"2018/02/14 16:55:31.629",,,,,,,,,,6.91,,,,,,,
"2018/02/14 16:56:14.143",,,,,,7.35,,,,,,,,,,,
"2018/02/14 16:57:21.637",,,,,,,,7.62,,,,,,,,,
"2018/02/14 16:57:36.631",,,,,,,,,,,,,,,,8.52,
"2018/02/14 16:58:16.628",,,,7.06,,,,,,,,,,,,,
"2018/02/14 16:58:31.630",,,,,,,,,,,,,8.42,,,,
"2018/02/14 16:58:44.143",,,,,,,,,,,,,,8.4,,,
"2018/02/14 17:00:39.129",,,,,,,,,,,,,,,8.6,,
"2018/02/14 17:00:51.631",,,,,,,7.21,,,,,,,,,,
"2018/02/14 17:02:29.131",,,,,,,,,,,8.47,,,,,,
"2018/02/14 17:03:01.629",,,,,7.11,,,,,,,,,,,,
"2018/02/14 17:03:21.637",,,,,,,,,,,,8.4,,,,,
"2018/02/14 17:04:01.636",,6.55,,,,,,,,,,,,,,,
"2018/02/14 17:07:11.640",,,,,,,,,6.69,,,,,,,,
"2018/02/14 17:07:44.145",,,6.62,,,,,,,,,,,,,,
"2018/02/14 17:14:06.631",6.6,,,,,,,,,,,,,,,,
"2018/02/14 17:14:29.135",,,,,,6.84,,,,,,,,,,,
"2018/02/14 17:15:41.640",,,,,,,,7.11,,,,,,,,,
"2018/02/14 17:18:09.142",,,,6.55,,,,,,,,,,,,,
"2018/02/14 17:19:21.635",,,,,,,,,,6.4,,,,,,,
"2018/02/14 17:22:41.641",,,,,,,6.69,,,,,,,,,,
"2018/02/14 17:25:14.142",,,,,6.6,,,,,,,,,,,,
"2018/02/14 17:28:01.633",,,,,,,,,,,,,,,,8.01,
"2018/02/14 17:28:04.224",,,,,,,,,,,,,,7.89,,,
"2018/02/14 17:28:31.625",,,,,,,,,,,,,7.91,,,,
"2018/02/14 17:31:26.638",,,,,,,,,,,,,,,8.08,,
"2018/02/14 17:33:49.136",,,,,,,,,,,7.96,,,,,,
"2018/02/14 17:35:44.139",,6.04,,,,,,,,,,,,,,,
"2018/02/14 17:35:49.141",,,6.11,,,,,,,,,,,,,,
"2018/02/14 17:36:44.147",,,,,,,,,,,,7.89,,,,,
"2018/02/14 17:40:26.632",,,,,,6.33,,,,,,,,,,,
"2018/02/14 17:41:54.147",,,,,,,,6.6,,,,,,,,,
"2018/02/14 17:44:59.136",,,,,,,,,6.18,,,,,,,,
